benchmark,category,variant,size,time_1
vcopy,dsp,torch_gpu,EXTRALARGE,0.00021235691383481026
vcopy,dsp,torch_gpu_onlykernel,EXTRALARGE,0.00022281194105744362
vfill,dsp,torch_gpu,EXTRALARGE,0.0005065859295427799
vfill,dsp,torch_gpu_onlykernel,EXTRALARGE,0.00046658609062433243
vmul,dsp,torch_gpu,EXTRALARGE,0.00038380385376513004
vmul,dsp,torch_gpu_onlykernel,EXTRALARGE,0.00034132017754018307
vneg,dsp,torch_gpu,EXTRALARGE,0.00039804005064070225
vneg,dsp,torch_gpu_onlykernel,EXTRALARGE,0.0003419120330363512
voffset,dsp,torch_gpu,EXTRALARGE,0.00037836702540516853
voffset,dsp,torch_gpu_onlykernel,EXTRALARGE,0.0003462349995970726
vrecip,dsp,torch_gpu,EXTRALARGE,0.0005661079194396734
vrecip,dsp,torch_gpu_onlykernel,EXTRALARGE,0.0005276319570839405
vscal,dsp,torch_gpu,EXTRALARGE,0.0003756987862288952
vscal,dsp,torch_gpu_onlykernel,EXTRALARGE,0.00034614396281540394
vsub,dsp,torch_gpu,EXTRALARGE,0.00038156285881996155
vsub,dsp,torch_gpu_onlykernel,EXTRALARGE,0.00035134004428982735
wvec,dsp,torch_gpu,EXTRALARGE,0.00048002786934375763
wvec,dsp,torch_gpu_onlykernel,EXTRALARGE,0.00043083098717033863
dot,blas,torch_gpu,EXTRALARGE,0.00021982495673000813
dot,blas,torch_gpu_onlykernel,EXTRALARGE,0.00019555282779037952
gemv,blas,torch_gpu,EXTRALARGE,8.5111940279603e-05
gemv,blas,torch_gpu_onlykernel,EXTRALARGE,6.617396138608456e-05
ger,blas,torch_gpu,EXTRALARGE,0.0007537950295954943
ger,blas,torch_gpu_onlykernel,EXTRALARGE,0.0007116140332072973
gemm_nn,darknet,torch_gpu,EXTRALARGE,0.0006036208942532539
gemm_nn,darknet,torch_gpu_onlykernel,EXTRALARGE,0.0005595050752162933
gemm_nt,darknet,torch_gpu,EXTRALARGE,0.0008226970676332712
gemm_nt,darknet,torch_gpu_onlykernel,EXTRALARGE,0.0007662440184503794
gemm_tn,darknet,torch_gpu,EXTRALARGE,0.000824738061055541
gemm_tn,darknet,torch_gpu_onlykernel,EXTRALARGE,0.0007727700285613537
gemm_tt,darknet,torch_gpu,EXTRALARGE,0.00025089504197239876
gemm_tt,darknet,torch_gpu_onlykernel,EXTRALARGE,0.0002346038818359375
mag_array,darknet,torch_gpu,EXTRALARGE,0.0002118111588060856
mag_array,darknet,torch_gpu_onlykernel,EXTRALARGE,0.00019003311172127724
matrix_add_matrix,darknet,torch_gpu,EXTRALARGE,0.00036085001192986965
matrix_add_matrix,darknet,torch_gpu_onlykernel,EXTRALARGE,0.00036793691106140614
mse_array,darknet,torch_gpu,EXTRALARGE,0.00020916806533932686
mse_array,darknet,torch_gpu_onlykernel,EXTRALARGE,0.00018578115850687027
mult_add_into_cpu,darknet,torch_gpu,EXTRALARGE,0.00046457606367766857
mult_add_into_cpu,darknet,torch_gpu_onlykernel,EXTRALARGE,0.0004328419454395771
ol_l2_cpu1,darknet,torch_gpu,EXTRALARGE,0.0005914981011301279
ol_l2_cpu1,darknet,torch_gpu_onlykernel,EXTRALARGE,0.0005539790727198124
ol_l2_cpu2,darknet,torch_gpu,EXTRALARGE,0.0003792610950767994
ol_l2_cpu2,darknet,torch_gpu_onlykernel,EXTRALARGE,0.0003681718371808529
scale_array,darknet,torch_gpu,EXTRALARGE,0.0003753581549972296
scale_array,darknet,torch_gpu_onlykernel,EXTRALARGE,0.0003472238313406706
scale_matrix,darknet,torch_gpu,EXTRALARGE,0.00034864386543631554
scale_matrix,darknet,torch_gpu_onlykernel,EXTRALARGE,0.00032276404090225697
sum_array,darknet,torch_gpu,EXTRALARGE,0.00023297686129808426
sum_array,darknet,torch_gpu_onlykernel,EXTRALARGE,0.00021191989071667194
translate_array,darknet,torch_gpu,EXTRALARGE,0.0003839109558612108
translate_array,darknet,torch_gpu_onlykernel,EXTRALARGE,0.0003509789239615202
mat1x3,dspstone,torch_gpu,EXTRALARGE,7.117190398275852e-05
mat1x3,dspstone,torch_gpu_onlykernel,EXTRALARGE,6.452086381614208e-05
matrix1,dspstone,torch_gpu,EXTRALARGE,0.00017574219964444637
matrix1,dspstone,torch_gpu_onlykernel,EXTRALARGE,0.0001617339439690113
matrix2,dspstone,torch_gpu,EXTRALARGE,0.00016872095875442028
matrix2,dspstone,torch_gpu_onlykernel,EXTRALARGE,0.00015817186795175076
n_real_updates,dspstone,torch_gpu,EXTRALARGE,0.0005084259901195765
n_real_updates,dspstone,torch_gpu_onlykernel,EXTRALARGE,0.00042295409366488457
pin_down,darknet,torch_gpu,EXTRALARGE,0.0003683620598167181
pin_down,darknet,torch_gpu_onlykernel,EXTRALARGE,0.0003507779911160469
sum_of_squares,makespeare,torch_gpu,EXTRALARGE,0.00022485200315713882
sum_of_squares,makespeare,torch_gpu_onlykernel,EXTRALARGE,0.00018526101484894753
diveq_sca,mathfu,torch_gpu,EXTRALARGE,0.00037650088779628277
diveq_sca,mathfu,torch_gpu_onlykernel,EXTRALARGE,0.00034707505255937576
diveq,mathfu,torch_gpu,EXTRALARGE,0.00037288200110197067
diveq,mathfu,torch_gpu_onlykernel,EXTRALARGE,0.00034408806823194027
len_sq,mathfu,torch_gpu,EXTRALARGE,0.00024880608543753624
len_sq,mathfu,torch_gpu_onlykernel,EXTRALARGE,0.00018367404118180275
len,mathfu,torch_gpu,EXTRALARGE,0.00022178096696734428
len,mathfu,torch_gpu_onlykernel,EXTRALARGE,0.00022945902310311794
lerp,mathfu,torch_gpu,EXTRALARGE,0.0007515719626098871
lerp,mathfu,torch_gpu_onlykernel,EXTRALARGE,0.000745242927223444
matmul_sca,mathfu,torch_gpu,EXTRALARGE,0.00039108702912926674
matmul_sca,mathfu,torch_gpu_onlykernel,EXTRALARGE,0.00037377700209617615
muleq,mathfu,torch_gpu,EXTRALARGE,0.0003714868798851967
muleq,mathfu,torch_gpu_onlykernel,EXTRALARGE,0.0003432640805840492
muleq_sca,mathfu,torch_gpu,EXTRALARGE,0.00037398398853838444
muleq_sca,mathfu,torch_gpu_onlykernel,EXTRALARGE,0.0003465039189904928
negate,mathfu,torch_gpu,EXTRALARGE,0.00035937409847974777
negate,mathfu,torch_gpu_onlykernel,EXTRALARGE,0.0003665329422801733
pluseq,mathfu,torch_gpu,EXTRALARGE,0.00037734699435532093
pluseq,mathfu,torch_gpu_onlykernel,EXTRALARGE,0.00034172809682786465
subeq,mathfu,torch_gpu,EXTRALARGE,0.00038179592229425907
subeq,mathfu,torch_gpu_onlykernel,EXTRALARGE,0.00034781801514327526
array_inc,simpl_array,torch_gpu,EXTRALARGE,0.00039253500290215015
array_inc,simpl_array,torch_gpu_onlykernel,EXTRALARGE,0.0003591140266507864
array_sum,simpl_array,torch_gpu,EXTRALARGE,0.00023076403886079788
array_sum,simpl_array,torch_gpu_onlykernel,EXTRALARGE,0.0002048599999397993
cube_in_place,simpl_array,torch_gpu,EXTRALARGE,0.00048358901403844357
cube_in_place,simpl_array,torch_gpu_onlykernel,EXTRALARGE,0.0004498260095715523
fourth_in_place,simpl_array,torch_gpu,EXTRALARGE,0.000545768067240715
fourth_in_place,simpl_array,torch_gpu_onlykernel,EXTRALARGE,0.0004537890199571848
sum_elts,simpl_array,torch_gpu,EXTRALARGE,0.00023810891434550285
sum_elts,simpl_array,torch_gpu_onlykernel,EXTRALARGE,0.00018798187375068665
dct,utdsp,torch_gpu,EXTRALARGE,0.00013871886767446995
dct,utdsp,torch_gpu_onlykernel,EXTRALARGE,0.00012735300697386265
fir_small,utdsp,torch_gpu,EXTRALARGE,0.00022152788005769253
fir_small,utdsp,torch_gpu_onlykernel,EXTRALARGE,0.0001881320495158434
histogram,utdsp,torch_gpu,EXTRALARGE,0.00037480005994439125
histogram,utdsp,torch_gpu_onlykernel,EXTRALARGE,0.0003480419982224703
lmsfir1,utdsp,torch_gpu,EXTRALARGE,0.00021812901832163334
lmsfir1,utdsp,torch_gpu_onlykernel,EXTRALARGE,0.000187169061973691
lmsfir2,utdsp,torch_gpu,EXTRALARGE,0.0004728210624307394
lmsfir2,utdsp,torch_gpu_onlykernel,EXTRALARGE,0.0004315590485930443
mult_big,utdsp,torch_gpu,EXTRALARGE,0.00012509291991591454
mult_big,utdsp,torch_gpu_onlykernel,EXTRALARGE,0.00010476796887814999
matmul_ll,llama,torch_gpu,EXTRALARGE,5.2961986511945724e-05
matmul_ll,llama,torch_gpu_onlykernel,EXTRALARGE,4.6388013288378716e-05
rmsnorm_part1,llama,torch_gpu,EXTRALARGE,0.0002312278375029564
rmsnorm_part1,llama,torch_gpu_onlykernel,EXTRALARGE,0.00020577199757099152
rmsnorm_part2,llama,torch_gpu,EXTRALARGE,0.0008227000944316387
rmsnorm_part2,llama,torch_gpu_onlykernel,EXTRALARGE,0.0007508310955017805
softmax_part1,llama,torch_gpu,EXTRALARGE,0.00024046911858022213
softmax_part1,llama,torch_gpu_onlykernel,EXTRALARGE,0.00020258384756743908
softmax_part2,llama,torch_gpu,EXTRALARGE,0.0003139891196042299
softmax_part2,llama,torch_gpu_onlykernel,EXTRALARGE,0.00030308798886835575
softmax_part3,llama,torch_gpu,EXTRALARGE,0.00023705302737653255
softmax_part3,llama,torch_gpu_onlykernel,EXTRALARGE,0.00020360900089144707
softmax_part4,llama,torch_gpu,EXTRALARGE,0.0003828259650617838
softmax_part4,llama,torch_gpu_onlykernel,EXTRALARGE,0.00034339982084929943
transformer_part3,llama,torch_gpu,EXTRALARGE,0.0007141751702874899
transformer_part3,llama,torch_gpu_onlykernel,EXTRALARGE,0.0007045939564704895
transformer_part4,llama,torch_gpu,EXTRALARGE,0.00022711115889251232
transformer_part4,llama,torch_gpu_onlykernel,EXTRALARGE,0.00018260208889842033
color_burn8,blend,torch_gpu,EXTRALARGE,0.0008747910615056753
color_burn8,blend,torch_gpu_onlykernel,EXTRALARGE,0.0008396890480071306
color_dodge8,blend,torch_gpu,EXTRALARGE,0.0007277701515704393
color_dodge8,blend,torch_gpu_onlykernel,EXTRALARGE,0.0007022998761385679
darken_blend8,blend,torch_gpu,EXTRALARGE,0.00033192383125424385
darken_blend8,blend,torch_gpu_onlykernel,EXTRALARGE,0.00029992195777595043
dissolve_blend8,blend,torch_gpu,EXTRALARGE,0.000700363190844655
dissolve_blend8,blend,torch_gpu_onlykernel,EXTRALARGE,0.0006577989552170038
lighten_blend8,blend,torch_gpu,EXTRALARGE,0.0003312921617180109
lighten_blend8,blend,torch_gpu_onlykernel,EXTRALARGE,0.000297886086627841
linear_burn8,blend,torch_gpu,EXTRALARGE,0.00033500115387141705
linear_burn8,blend,torch_gpu_onlykernel,EXTRALARGE,0.0003041259478777647
linear_dodge8,blend,torch_gpu,EXTRALARGE,0.00022418703883886337
linear_dodge8,blend,torch_gpu_onlykernel,EXTRALARGE,0.000186616787686944
multiply_blend8,blend,torch_gpu,EXTRALARGE,0.0003328749444335699
multiply_blend8,blend,torch_gpu_onlykernel,EXTRALARGE,0.00030648987740278244
normal_blend8,blend,torch_gpu,EXTRALARGE,0.0006093189585953951
normal_blend8,blend,torch_gpu_onlykernel,EXTRALARGE,0.0005685889627784491
overlay_blend8,blend,torch_gpu,EXTRALARGE,0.0011485549621284008
overlay_blend8,blend,torch_gpu_onlykernel,EXTRALARGE,0.001064992044121027
screen_blend8,blend,torch_gpu,EXTRALARGE,0.0004747058264911175
screen_blend8,blend,torch_gpu_onlykernel,EXTRALARGE,0.00043817702680826187
2mm,polybench/linear-algebra/kernels,torch_gpu,EXTRALARGE,0.0003854569513350725
2mm,polybench/linear-algebra/kernels,torch_gpu_onlykernel,EXTRALARGE,0.0002217940054833889
3mm,polybench/linear-algebra/kernels,torch_gpu,EXTRALARGE,0.0002636290155351162
3mm,polybench/linear-algebra/kernels,torch_gpu_onlykernel,EXTRALARGE,0.00023497594520449638
atax,polybench/linear-algebra/kernels,torch_gpu,EXTRALARGE,7.04608391970396e-05
atax,polybench/linear-algebra/kernels,torch_gpu_onlykernel,EXTRALARGE,6.402703002095222e-05
bicg,polybench/linear-algebra/kernels,torch_gpu,EXTRALARGE,7.344386540353298e-05
bicg,polybench/linear-algebra/kernels,torch_gpu_onlykernel,EXTRALARGE,6.66819978505373e-05
correlation,polybench/datamining,torch_gpu,EXTRALARGE,0.0018741381354629993
correlation,polybench/datamining,torch_gpu_onlykernel,EXTRALARGE,0.0018438398838043213
covariance,polybench/datamining,torch_gpu,EXTRALARGE,0.0007928560953587294
covariance,polybench/datamining,torch_gpu_onlykernel,EXTRALARGE,0.000760392053052783
doitgen,polybench/linear-algebra/kernels,torch_gpu,EXTRALARGE,0.00028631906025111675
doitgen,polybench/linear-algebra/kernels,torch_gpu_onlykernel,EXTRALARGE,0.00025372416712343693
gemm,polybench/linear-algebra/blas,torch_gpu,EXTRALARGE,0.0005561199504882097
gemm,polybench/linear-algebra/blas,torch_gpu_onlykernel,EXTRALARGE,0.0003118920139968395
gemver,polybench/linear-algebra/blas,torch_gpu,EXTRALARGE,0.0001973200123757124
gemver,polybench/linear-algebra/blas,torch_gpu_onlykernel,EXTRALARGE,0.0001800579484552145
gesummv,polybench/linear-algebra/blas,torch_gpu,EXTRALARGE,0.00010261987335979939
gesummv,polybench/linear-algebra/blas,torch_gpu_onlykernel,EXTRALARGE,0.00010721804574131966
mvt,polybench/linear-algebra/kernels,torch_gpu,EXTRALARGE,0.0001047330442816019
mvt,polybench/linear-algebra/kernels,torch_gpu_onlykernel,EXTRALARGE,9.62219201028347e-05
symm,polybench/linear-algebra/blas,torch_gpu,EXTRALARGE,0.0007321818266063929
symm,polybench/linear-algebra/blas,torch_gpu_onlykernel,EXTRALARGE,0.0006820729468017817
syr2k,polybench/linear-algebra/blas,torch_gpu,EXTRALARGE,0.0007998479995876551
syr2k,polybench/linear-algebra/blas,torch_gpu_onlykernel,EXTRALARGE,0.000756892841309309
syrk,polybench/linear-algebra/blas,torch_gpu,EXTRALARGE,0.0006933908443897963
syrk,polybench/linear-algebra/blas,torch_gpu_onlykernel,EXTRALARGE,0.0006159718614071608
trmm,polybench/linear-algebra/blas,torch_gpu,EXTRALARGE,0.00020525208674371243
trmm,polybench/linear-algebra/blas,torch_gpu_onlykernel,EXTRALARGE,0.0001646219752728939
