benchmark,category,variant,size,time_1
syrk,polybench/linear-algebra/blas,torch_compiled,EXTRALARGE,0.0621686750091612
syrk,polybench/linear-algebra/blas,torch_gpu_onlykernel,EXTRALARGE,5.86544629186392e-05
transformer_part3,llama,clang,EXTRALARGE,0.568888
transformer_part3,llama,gcc,EXTRALARGE,0.534999
transformer_part3,llama,jax,EXTRALARGE,0.153545891866088
transformer_part3,llama,jax_gpu,EXTRALARGE,0.0377305189613253
transformer_part3,llama,jax_gpu_onlykernel,EXTRALARGE,2.9504531994462e-05
transformer_part3,llama,numba,EXTRALARGE,0.62899372796528
transformer_part3,llama,numpy,EXTRALARGE,0.293106475495733
transformer_part3,llama,polly,EXTRALARGE,0.5841265
transformer_part3,llama,polly-parallel,EXTRALARGE,0.568794
transformer_part3,llama,polly-parallel-vectorizer,EXTRALARGE,0.5725225
transformer_part3,llama,polly-vectorizer,EXTRALARGE,0.570103
transformer_part3,llama,torch,EXTRALARGE,0.504320136969909
transformer_part3,llama,torch_compiled,EXTRALARGE,0.108586481423117
transformer_part3,llama,torch_gpu_onlykernel,EXTRALARGE,6.48439163342118e-05
transformer_part4,llama,clang,EXTRALARGE,0.2464985
transformer_part4,llama,gcc,EXTRALARGE,0.2501575
transformer_part4,llama,jax,EXTRALARGE,0.122167485533282
transformer_part4,llama,jax_gpu,EXTRALARGE,0.0485750086372718
transformer_part4,llama,jax_gpu_onlykernel,EXTRALARGE,3.45745356753469e-05
transformer_part4,llama,numba,EXTRALARGE,0.355739525170065
transformer_part4,llama,numpy,EXTRALARGE,0.0772993251448497
transformer_part4,llama,polly,EXTRALARGE,0.24684
transformer_part4,llama,polly-parallel,EXTRALARGE,0.2468405
transformer_part4,llama,polly-parallel-vectorizer,EXTRALARGE,0.247551
transformer_part4,llama,polly-vectorizer,EXTRALARGE,0.2481685
transformer_part4,llama,torch,EXTRALARGE,0.0961741460487247
transformer_part4,llama,torch_compiled,EXTRALARGE,0.105999270570464
transformer_part4,llama,torch_gpu_onlykernel,EXTRALARGE,1.43300276249647e-05
translate_array,darknet,clang,EXTRALARGE,0.027275
translate_array,darknet,gcc,EXTRALARGE,0.027106
translate_array,darknet,jax,EXTRALARGE,0.112129415036179
translate_array,darknet,jax_gpu,EXTRALARGE,0.0377705889986828
translate_array,darknet,jax_gpu_onlykernel,EXTRALARGE,5.09539386257529e-05
translate_array,darknet,numba,EXTRALARGE,0.0300176744349301
translate_array,darknet,numpy,EXTRALARGE,0.0979616803815588
translate_array,darknet,polly,EXTRALARGE,0.0272515
translate_array,darknet,polly-parallel,EXTRALARGE,0.027115
translate_array,darknet,polly-parallel-vectorizer,EXTRALARGE,0.0271165
translate_array,darknet,polly-vectorizer,EXTRALARGE,0.027234
translate_array,darknet,torch,EXTRALARGE,0.112295095459558
translate_array,darknet,torch_compiled,EXTRALARGE,0.0233969115652144
translate_array,darknet,torch_gpu,EXTRALARGE,2.89450399577618e-05
translate_array,darknet,torch_gpu_onlykernel,EXTRALARGE,2.88849696516991e-05
trmm,polybench/linear-algebra/blas,clang,EXTRALARGE,6.186371
trmm,polybench/linear-algebra/blas,gcc,EXTRALARGE,6.064196
trmm,polybench/linear-algebra/blas,jax,EXTRALARGE,0.0415524704148993
trmm,polybench/linear-algebra/blas,jax_gpu,EXTRALARGE,0.00258414703421295
trmm,polybench/linear-algebra/blas,jax_gpu_onlykernel,EXTRALARGE,6.83290418237448e-05
trmm,polybench/linear-algebra/blas,numba,EXTRALARGE,4.62502050457988
trmm,polybench/linear-algebra/blas,numpy,EXTRALARGE,0.0344413869315758
trmm,polybench/linear-algebra/blas,polly,EXTRALARGE,2.383696
trmm,polybench/linear-algebra/blas,polly-parallel,EXTRALARGE,5.1551265
trmm,polybench/linear-algebra/blas,polly-parallel-vectorizer,EXTRALARGE,5.0628825
trmm,polybench/linear-algebra/blas,polly-vectorizer,EXTRALARGE,2.406893
trmm,polybench/linear-algebra/blas,torch,EXTRALARGE,0.0515122499782592
trmm,polybench/linear-algebra/blas,torch_compiled,EXTRALARGE,0.0510784205980599
trmm,polybench/linear-algebra/blas,torch_gpu_onlykernel,EXTRALARGE,3.45144653692842e-05
vadd,dsp,clang,EXTRALARGE,0.043846
vadd,dsp,gcc,EXTRALARGE,0.0433505
vadd,dsp,jax,EXTRALARGE,0.115429367520846
vadd,dsp,jax_gpu,EXTRALARGE,0.0491900584893301
vadd,dsp,jax_gpu_onlykernel,EXTRALARGE,3.34494980052114e-05
vadd,dsp,numba,EXTRALARGE,0.0382637263974175
vadd,dsp,numpy,EXTRALARGE,0.105914737679996
vadd,dsp,polly,EXTRALARGE,0.043407
vadd,dsp,polly-parallel,EXTRALARGE,0.043463
vadd,dsp,polly-parallel-vectorizer,EXTRALARGE,0.043636
vadd,dsp,polly-vectorizer,EXTRALARGE,0.043185
vadd,dsp,torch,EXTRALARGE,0.121065810439177
vadd,dsp,torch_compiled,EXTRALARGE,0.036913278978318
vadd,dsp,torch_gpu,EXTRALARGE,3.1849485822022e-05
vadd,dsp,torch_gpu_onlykernel,EXTRALARGE,1.45251397043467e-05
vcopy,dsp,clang,EXTRALARGE,0.0381285
vcopy,dsp,gcc,EXTRALARGE,0.0383545
vcopy,dsp,jax,EXTRALARGE,0.330360297462903
vcopy,dsp,jax_gpu,EXTRALARGE,0.0369221756700426
vcopy,dsp,jax_gpu_onlykernel,EXTRALARGE,3.81700228899717e-05
vcopy,dsp,numba,EXTRALARGE,0.0405454570427537
vcopy,dsp,numpy,EXTRALARGE,0.0388969305204228
vcopy,dsp,polly,EXTRALARGE,0.0380875
vcopy,dsp,polly-parallel,EXTRALARGE,0.038616
vcopy,dsp,polly-parallel-vectorizer,EXTRALARGE,0.0387535
vcopy,dsp,polly-vectorizer,EXTRALARGE,0.038505
vcopy,dsp,torch,EXTRALARGE,0.0368436394492164
vcopy,dsp,torch_compiled,EXTRALARGE,0.0368905105860904
vcopy,dsp,torch_gpu,EXTRALARGE,9.9200988188386e-06
vcopy,dsp,torch_gpu_onlykernel,EXTRALARGE,1.33799621835351e-05
vfill,dsp,clang,EXTRALARGE,0.0269165
vfill,dsp,gcc,EXTRALARGE,0.026747
vfill,dsp,jax,EXTRALARGE,0.110505112912506
vfill,dsp,jax_gpu,EXTRALARGE,6.21045473963022e-05
vfill,dsp,jax_gpu_onlykernel,EXTRALARGE,5.72995049878955e-05
vfill,dsp,numba,EXTRALARGE,0.029224207974039
vfill,dsp,numpy,EXTRALARGE,0.41184437694028
vfill,dsp,polly,EXTRALARGE,0.026843
vfill,dsp,polly-parallel,EXTRALARGE,0.026933
vfill,dsp,polly-parallel-vectorizer,EXTRALARGE,0.0266685
vfill,dsp,polly-vectorizer,EXTRALARGE,0.026829
vfill,dsp,torch,EXTRALARGE,0.108757604495622
vfill,dsp,torch_compiled,EXTRALARGE,0.0234480873914436
vfill,dsp,torch_gpu,EXTRALARGE,4.26050974056125e-05
vfill,dsp,torch_gpu_onlykernel,EXTRALARGE,2.57550273090601e-05
vmul,dsp,clang,EXTRALARGE,0.0591325
vmul,dsp,gcc,EXTRALARGE,0.059745
vmul,dsp,jax,EXTRALARGE,0.120734137482941
vmul,dsp,jax_gpu,EXTRALARGE,0.0492135980166495
vmul,dsp,jax_gpu_onlykernel,EXTRALARGE,3.47699970006943e-05
vmul,dsp,numba,EXTRALARGE,0.0574355274438858
vmul,dsp,numpy,EXTRALARGE,0.107671849546023
vmul,dsp,polly,EXTRALARGE,0.060593
vmul,dsp,polly-parallel,EXTRALARGE,0.0604315
vmul,dsp,polly-parallel-vectorizer,EXTRALARGE,0.0604765
vmul,dsp,polly-vectorizer,EXTRALARGE,0.060692
vmul,dsp,torch,EXTRALARGE,0.119914486538619
vmul,dsp,torch_compiled,EXTRALARGE,0.0502212855499238
vmul,dsp,torch_gpu,EXTRALARGE,2.84549314528704e-05
vmul,dsp,torch_gpu_onlykernel,EXTRALARGE,2.81200045719743e-05
vneg,dsp,clang,EXTRALARGE,0.027191
vneg,dsp,gcc,EXTRALARGE,0.027028
vneg,dsp,jax,EXTRALARGE,0.116405548062176
vneg,dsp,jax_gpu,EXTRALARGE,0.0383897259598598
vneg,dsp,jax_gpu_onlykernel,EXTRALARGE,3.2634474337101e-05
vneg,dsp,numba,EXTRALARGE,0.0298947090050206
vneg,dsp,numpy,EXTRALARGE,0.0970620254520327
vneg,dsp,polly,EXTRALARGE,0.0270945
vneg,dsp,polly-parallel,EXTRALARGE,0.0270535
vneg,dsp,polly-parallel-vectorizer,EXTRALARGE,0.0270225
vneg,dsp,polly-vectorizer,EXTRALARGE,0.02707
vneg,dsp,torch,EXTRALARGE,0.113821393926628
vneg,dsp,torch_compiled,EXTRALARGE,0.023431129520759
vneg,dsp,torch_gpu,EXTRALARGE,3.75794479623437e-05
vneg,dsp,torch_gpu_onlykernel,EXTRALARGE,2.82044056802988e-05
voffset,dsp,clang,EXTRALARGE,0.0272345
voffset,dsp,gcc,EXTRALARGE,0.0270955
voffset,dsp,jax,EXTRALARGE,0.113082711002789
voffset,dsp,jax_gpu,EXTRALARGE,0.0379190259845927
voffset,dsp,jax_gpu_onlykernel,EXTRALARGE,6.36950135231018e-05
voffset,dsp,numba,EXTRALARGE,0.0299858613871038
voffset,dsp,numpy,EXTRALARGE,0.0968245144467801
voffset,dsp,polly,EXTRALARGE,0.0272175
voffset,dsp,polly-parallel,EXTRALARGE,0.0271095
voffset,dsp,polly-parallel-vectorizer,EXTRALARGE,0.0271185
voffset,dsp,polly-vectorizer,EXTRALARGE,0.0271515
voffset,dsp,torch,EXTRALARGE,0.11333272641059
voffset,dsp,torch_compiled,EXTRALARGE,0.0234125059796497
voffset,dsp,torch_gpu,EXTRALARGE,3.60443955287337e-05
voffset,dsp,torch_gpu_onlykernel,EXTRALARGE,3.16150253638625e-05
vrecip,dsp,clang,EXTRALARGE,0.046477
vrecip,dsp,gcc,EXTRALARGE,0.0460275
vrecip,dsp,jax,EXTRALARGE,0.115503870532848
vrecip,dsp,jax_gpu,EXTRALARGE,0.0343812330393121
vrecip,dsp,jax_gpu_onlykernel,EXTRALARGE,3.91650246456265e-05
vrecip,dsp,numba,EXTRALARGE,0.0930602829903364
vrecip,dsp,numpy,EXTRALARGE,0.0996300275437534
vrecip,dsp,polly,EXTRALARGE,0.0447
vrecip,dsp,polly-parallel,EXTRALARGE,0.0455895
vrecip,dsp,polly-parallel-vectorizer,EXTRALARGE,0.0453185
vrecip,dsp,polly-vectorizer,EXTRALARGE,0.0456655
vrecip,dsp,torch,EXTRALARGE,0.184804333955981
vrecip,dsp,torch_compiled,EXTRALARGE,0.0234067690325901
vrecip,dsp,torch_gpu,EXTRALARGE,5.71201089769602e-05
vrecip,dsp,torch_gpu_onlykernel,EXTRALARGE,5.33194979652762e-05
vscal,dsp,clang,EXTRALARGE,0.0269
vscal,dsp,gcc,EXTRALARGE,0.0270975
vscal,dsp,jax,EXTRALARGE,0.115390668041073
vscal,dsp,jax_gpu,EXTRALARGE,0.0380469340598211
vscal,dsp,jax_gpu_onlykernel,EXTRALARGE,5.9734913520515e-05
vscal,dsp,numba,EXTRALARGE,0.029739708523266
vscal,dsp,numpy,EXTRALARGE,0.0970177259296179
vscal,dsp,polly,EXTRALARGE,0.0270025
vscal,dsp,polly-parallel,EXTRALARGE,0.0272085
vscal,dsp,polly-parallel-vectorizer,EXTRALARGE,0.0269605
vscal,dsp,polly-vectorizer,EXTRALARGE,0.02713
vscal,dsp,torch,EXTRALARGE,0.113379553891718
vscal,dsp,torch_compiled,EXTRALARGE,0.0234553259797394
vscal,dsp,torch_gpu,EXTRALARGE,3.4530065022409e-05
vscal,dsp,torch_gpu_onlykernel,EXTRALARGE,2.96700745820999e-05
vsub,dsp,clang,EXTRALARGE,0.06001
vsub,dsp,gcc,EXTRALARGE,0.0592795
vsub,dsp,jax,EXTRALARGE,0.120501028490253
vsub,dsp,jax_gpu,EXTRALARGE,0.0496456705732271
vsub,dsp,jax_gpu_onlykernel,EXTRALARGE,3.78149561583996e-05
vsub,dsp,numba,EXTRALARGE,0.0545839425176382
vsub,dsp,numpy,EXTRALARGE,0.107920198468491
vsub,dsp,polly,EXTRALARGE,0.0606145
vsub,dsp,polly-parallel,EXTRALARGE,0.060769
vsub,dsp,polly-parallel-vectorizer,EXTRALARGE,0.058602
vsub,dsp,polly-vectorizer,EXTRALARGE,0.059014
vsub,dsp,torch,EXTRALARGE,0.120199479861185
vsub,dsp,torch_compiled,EXTRALARGE,0.0501954364590347
vsub,dsp,torch_gpu,EXTRALARGE,3.86600149795413e-05
vsub,dsp,torch_gpu_onlykernel,EXTRALARGE,3.21149127557874e-05
wvec,dsp,clang,EXTRALARGE,0.061253
wvec,dsp,gcc,EXTRALARGE,0.061143
wvec,dsp,jax,EXTRALARGE,0.121286591049284
wvec,dsp,jax_gpu,EXTRALARGE,0.0517643680796027
wvec,dsp,jax_gpu_onlykernel,EXTRALARGE,6.84845726937056e-05
wvec,dsp,numba,EXTRALARGE,0.0568685475736856
wvec,dsp,numpy,EXTRALARGE,0.138732712017372
wvec,dsp,polly,EXTRALARGE,0.0615975
wvec,dsp,polly-parallel,EXTRALARGE,0.061309
wvec,dsp,polly-parallel-vectorizer,EXTRALARGE,0.0603815
wvec,dsp,polly-vectorizer,EXTRALARGE,0.060334
wvec,dsp,torch,EXTRALARGE,0.191431302577257
wvec,dsp,torch_compiled,EXTRALARGE,0.0502428493928164
wvec,dsp,torch_gpu,EXTRALARGE,4.44500474259257e-05
wvec,dsp,torch_gpu_onlykernel,EXTRALARGE,3.7209945730865e-05
